phone.number,call.time,duration,connection.id,call.type.id
046 046 7698,12-02-21 14:00,471.7189231,aa732c28-df36-487f-8b5d-3c5c0158adf3,5
046 046 7698,27-01-21 5:00,8.432301819,e0beb673-9ce7-4c63-b6d6-61f6dd61c42c,5
046 046 7698,01-02-21 9:00,957.9415541,7bbe97b0-6daf-48ca-b64a-ad76dbdfbc70,5
066 425 0664,07-02-21 23:00,1530.411262,196651a1-da4f-4d97-9991-1f3e6755098a,5
066 425 0664,06-04-21 21:00,559.1418342,3c0bdd88-293e-4664-8d96-484064f68863,5
066 425 0664,21-03-21 7:00,465.0266023,20c39062-beab-4805-ac69-9c4cbeaf33a8,5
066 425 0664,05-01-21 17:00,756.8638968,51c7e7bd-69ae-4167-9168-f86b57c36b29,5
066 425 0664,08-01-21 8:00,209.1150312,d50d5a68-8ae7-4785-8694-f283ef8d8071,5
066 425 0664,11-04-21 12:00,423.958707,eb53d415-ba0b-43d7-9f5d-a3f2035fde43,5
066 425 0664,29-03-21 11:00,778.2494979,a50d2944-04da-4a7b-bbd1-e47e95c96980,5
066 425 0664,20-04-21 21:00,346.4915199,cac36c54-8cbb-4d20-ba43-42a7c85c84f9,5
066 425 0664,27-03-21 12:00,742.1164503,ce0ed332-bd91-4132-93c4-a250446e49e0,5
066 425 0664,09-02-21 22:00,515.994767,e19f3703-b21c-4674-b926-ec2fbef17a0a,5
066 425 0664,11-02-21 22:00,383.8340663,53a3d409-254a-492e-801b-97d7fd5de377,5
029 706 4631,12-03-21 9:00,628.8296954,55937947-8960-4fca-aaa0-71ebd97fef98,5
029 706 4631,11-01-21 15:00,689.7010904,6f70d719-50cc-4cf7-866c-ce7c08d7ad80,5
029 706 4631,16-04-21 14:00,559.3111832,1b179114-0265-482b-a0f3-b25ff2a7834e,5
029 706 4631,14-03-21 6:00,490.5883992,8d5bb692-1b41-444b-a685-22e536705776,5
029 706 4631,13-02-21 17:00,327.371204,40388cbb-2dad-4e70-9015-ee6fb4bc52be,5
029 706 4631,17-03-21 15:00,2463.875264,15e1b634-4b74-47ea-a824-7273d714e464,5
029 706 4631,03-04-21 10:00,2727.848609,8933c543-5433-4727-9353-7870914837d5,5
029 706 4631,05-03-21 23:00,1710.748911,d580a903-89ec-408a-9967-24255239acd0,5
01 227 9959,08-04-21 10:00,736.9849098,e18ab2b8-8b94-442c-9735-02a9c93a75ea,5
01 227 9959,14-02-21 16:00,681.4252437,2ac9d866-83f5-48fe-913c-eb6178f7b524,5
01 227 9959,20-01-21 9:00,245.1654867,5c70573a-0c21-4650-a396-d7a34b176954,5
01 227 9959,05-01-21 6:00,3029.617994,c692d92c-b5f3-478f-a9ec-3e89c94d73d0,5
01 227 9959,09-02-21 8:00,1907.81526,6f805e15-9b72-4500-aac2-2cf50321a990,5
01 227 9959,24-04-21 20:00,2526.772118,823d0e0f-184d-4990-b382-a6e8b242f94a,5
01 227 9959,01-04-21 20:00,607.4059786,23f64d27-069c-4f65-b99d-588578553c30,5
01 227 9959,29-04-21 18:00,1559.506772,07ae18c9-184f-4ddc-8e33-7e189e1095f1,5
01 227 9959,09-04-21 6:00,527.8184743,11787b87-f207-4188-9f94-0a5711060ad0,5
01 227 9959,22-04-21 6:00,255.5484784,2952ec68-35be-4432-b3a3-9d09f53b6cd9,5
0402 108 5643,20-01-21 7:00,917.4841645,93d11461-9e65-4f44-ac13-9f269830c9d7,5
0402 108 5643,02-03-21 22:00,664.1692183,685a24fb-6a89-4162-b00d-14ce65c87a1b,5
0402 108 5643,09-02-21 17:00,733.4877519,626c6d52-e904-4762-b660-c3d681fbc070,5
0402 108 5643,04-02-21 7:00,833.0274968,3a2f4282-8d41-476b-8d32-53be6aae6620,5
022 640 7415,02-02-21 19:00,363.4798592,f1f2a0bb-8819-4d10-87c2-d64042343236,5
022 640 7415,15-02-21 20:00,756.2663871,075981c3-fd9b-415e-970f-bd986f83dd69,5
022 640 7415,23-01-21 13:00,901.1677224,90512f59-c3a9-463a-8883-06df507bac36,5
022 640 7415,21-03-21 6:00,735.4668555,9d382cbf-14b0-4af0-b3e9-b7918105ed2b,5
022 640 7415,10-04-21 21:00,1989.033209,cefafc9c-e8d7-461e-a364-cd5fd8785f88,5
022 640 7415,20-01-21 21:00,848.2275776,00f0858e-45a7-4665-8a14-1194debd2a78,5
01 221 8813,06-04-21 8:00,415.0544212,f1fbf147-41df-41b6-a24f-650ee2b44ec9,5
01 221 8813,02-01-21 20:00,1624.372362,9364f761-6f21-45ee-a18c-313580ce72ee,5
01 221 8813,02-04-21 8:00,598.8216974,1042e2e4-bd98-4049-84be-728fe7c9dec9,5
